inventoryRowId,legacyRecordId,legacyName,sourceLocation,sourceSymbolOrCollection,sourceType,currentEntityType,currentStatus,currentCategory,currentSubcategory,currentMetrics,currentUnits,currentChallengeTypes,currentWorkoutUsage,currentContentAvailable,duplicateCandidateGroup,runtimeReachability,evidenceReference,notes
"FIT-LEG-0069","running","Running","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Cardio","time","minutes","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","candidate-running","seed-to-active-runtime","catalogExercises_CLEAN.json:5929","difficulty=Beginner; movementType=isotonic; holdBased=false"
"FIT-LEG-0070","walking","Walking","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Cardio","time","minutes","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","candidate-walking","seed-to-active-runtime","catalogExercises_CLEAN.json:6024","difficulty=Beginner; movementType=isotonic; holdBased=false"
"FIT-LEG-0071","push-ups","Push-Ups","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Strength","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","candidate-push-up","seed-to-active-runtime","catalogExercises_CLEAN.json:6119","difficulty=Beginner; movementType=isotonic; holdBased=false"
"FIT-LEG-0072","modified-push-up","Modified Push-Up","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Strength","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","candidate-modified-push-up","seed-to-active-runtime","catalogExercises_CLEAN.json:6206","difficulty=Beginner; movementType=isotonic; holdBased=false"
"FIT-LEG-0073","push-up-hold","Push Up Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:6292","difficulty=Intermediate; movementType=isometric; holdBased=true"
"FIT-LEG-0074","modified-push-up-low-hold","Modified Push-Up Low Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:6379","difficulty=Intermediate; movementType=isometric; holdBased=true"
"FIT-LEG-0075","push-up-&-rotation","Push-Up & Rotation","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Strength","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:6465","difficulty=Intermediate; movementType=isotonic; holdBased=false"
"FIT-LEG-0076","inchworms","Inchworms","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Mobility & Flexibility","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:6552","difficulty=Beginner; movementType=isotonic; holdBased=false"
"FIT-LEG-0077","triceps-dips","Triceps Dips","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Strength","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:6638","difficulty=Intermediate; movementType=isotonic; holdBased=false"
"FIT-LEG-0078","alternating-hooks","Alternating Hooks","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Cardio","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:6724","difficulty=Beginner; movementType=isotonic; holdBased=false"
"FIT-LEG-0079","cross-touch-and-reach","Cross Touch and Reach","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Mobility & Flexibility","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:6820","difficulty=Beginner; movementType=isotonic; holdBased=false"
"FIT-LEG-0080","plank-shoulder-taps","Plank Shoulder Taps","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Balance & Stability","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:6906","difficulty=Intermediate; movementType=isotonic; holdBased=false"
"FIT-LEG-0081","hollow-body-hold","Hollow Body Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","candidate-hollow-body-hold","seed-to-active-runtime","catalogExercises_CLEAN.json:6991","difficulty=Intermediate; movementType=isometric; holdBased=true"
"FIT-LEG-0082","superman-hold","Superman Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7067","difficulty=Beginner; movementType=isometric; holdBased=true"
"FIT-LEG-0083","plank-jacks","Plank Jacks","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Cardio","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7140","difficulty=Intermediate; movementType=isotonic; holdBased=false"
"FIT-LEG-0084","swimmer-&-superman","Swimmer & Superman","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Strength","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7235","difficulty=Intermediate; movementType=isotonic; holdBased=false"
"FIT-LEG-0085","squat-reach-ups","Squat Reach Ups","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Mobility & Flexibility","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7321","difficulty=Beginner; movementType=isotonic; holdBased=false"
"FIT-LEG-0086","cobra-stretch","Cobra Stretch","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7407","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0087","child's-pose","Child's Pose","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7488","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0088","cat-cow","Cat Cow","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Mobility & Flexibility","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7569","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0089","seated-butterfly","Seated Butterfly","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7650","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0090","lying-butterfly","Lying Butterfly","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7730","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0091","standing-side-bend","Standing Side Bend","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7810","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0092","forward-bend","Forward Bend","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7900","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0093","kneeling-lunge-stretch-l-r","Kneeling Lunge Stretch (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:7981","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0094","calf-stretch-l-r","Calf Stretch (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8061","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0095","quad-stretch-l-r","Quad Stretch (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8141","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0096","biceps-stretch-l-r","Biceps Stretch (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8221","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0097","triceps-stretch-l-r","Triceps Stretch (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8301","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0098","chest-stretch","Chest Stretch","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8381","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0099","shoulder-stretch","Shoulder Stretch","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8461","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0100","lying-twist-l-r","Lying Twist (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8541","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0101","lumbar-twist-l-r","Lumbar Twist (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8622","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0102","knee-to-chest-l-r","Knee to Chest (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8703","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0103","double-knees-to-chest","Double Knees to Chest","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8783","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0104","glute-stretch-l-r","Glute Stretch (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8863","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0105","sitting-hamstring-stretch-l-r","Sitting Hamstring Stretch (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:8943","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0106","standing-knee-to-chest","Standing Knee to Chest","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Balance & Stability","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9023","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0107","legs-up-the-wall","Legs Up The Wall","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Mobility & Flexibility","time","minutes","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9104","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0108","triangle-pose-l-r","Triangle Pose (L/R)","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9184","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0109","adductor-stretch-standing","Adductor Stretch Standing","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9265","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0110","single-leg-hip-rotation","Single Leg Hip Rotation","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Mobility & Flexibility","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9345","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0111","bent-leg-twist","Bent Leg Twist","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Mobility & Flexibility","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9425","difficulty=Beginner; movementType=unknown; holdBased=unknown"
"FIT-LEG-0112","bear-crawl-hold","Bear Crawl Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","candidate-bear-crawl-hold","seed-to-active-runtime","catalogExercises_CLEAN.json:9506","difficulty=Intermediate; movementType=isometric; holdBased=true"
"FIT-LEG-0113","crab-walk","Crab Walk","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Strength","reps","reps","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|movementType|tags|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9592","difficulty=Intermediate; movementType=isotonic; holdBased=false"
"FIT-LEG-0114","bear-hold","Bear Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Full Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","candidate-bear-hold","seed-to-active-runtime","catalogExercises_CLEAN.json:9688","difficulty=Intermediate; movementType=isometric; holdBased=true"
"FIT-LEG-0115","bird-dog-hold-left","Bird Dog Hold Left","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9754","difficulty=Beginner; movementType=isometric; holdBased=true"
"FIT-LEG-0116","bird-dog-hold-right","Bird Dog Hold Right","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:9822","difficulty=Beginner; movementType=isometric; holdBased=true"
